INSERT ALL
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(83, 1, 5, 3, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(170, 2, 3, 10, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(171, 2, 3, 11, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(172, 2, 3, 12, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(173, 2, 3, 13, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(174, 2, 3, 14, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(175, 2, 3, 15, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(176, 2, 3, 16, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(177, 2, 3, 17, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(178, 2, 3, 18, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(179, 2, 3, 19, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(180, 2, 3, 20, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(181, 2, 3, 21, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(182, 2, 4, 1, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(183, 2, 4, 2, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(184, 2, 4, 3, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(185, 2, 4, 4, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(186, 2, 4, 5, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(187, 2, 4, 6, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(188, 2, 4, 7, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(189, 2, 4, 8, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(190, 2, 4, 9, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(191, 2, 4, 10, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(192, 2, 4, 11, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(193, 2, 4, 12, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(194, 2, 4, 13, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(195, 2, 4, 14, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(196, 2, 4, 15, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(197, 2, 4, 16, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(198, 3, 1, 1, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(199, 3, 1, 2, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(200, 3, 1, 3, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(201, 3, 1, 4, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(202, 3, 1, 5, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(203, 3, 1, 6, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(204, 3, 1, 7, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(205, 3, 1, 8, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(206, 3, 1, 9, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(207, 3, 1, 10, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(208, 3, 1, 11, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(209, 3, 1, 12, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(210, 3, 2, 1, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(211, 3, 2, 2, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(212, 3, 2, 3, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(213, 3, 2, 4, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(214, 3, 2, 5, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(215, 3, 2, 6, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(216, 3, 2, 7, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(217, 3, 2, 8, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(218, 3, 2, 9, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(219, 3, 2, 10, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(220, 3, 2, 11, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(221, 3, 2, 12, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(222, 3, 3, 1, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(223, 3, 3, 2, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(224, 3, 3, 3, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(225, 3, 3, 4, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(226, 3, 3, 5, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(227, 3, 3, 6, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(228, 3, 3, 7, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(229, 3, 3, 8, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(230, 3, 3, 9, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(231, 3, 3, 10, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(232, 3, 3, 11, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(233, 3, 3, 12, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(234, 3, 3, 13, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(235, 3, 3, 14, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(236, 3, 3, 15, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(237, 3, 3, 16, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(238, 4, 1, 1, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(239, 4, 1, 2, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(240, 4, 1, 3, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(241, 4, 2, 1, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(242, 4, 2, 2, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(243, 4, 2, 3, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(244, 4, 3, 1, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(245, 4, 3, 2, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(246, 4, 3, 3, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(247, 4, 4, 1, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(248, 4, 4, 2, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(249, 4, 4, 3, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(250, 5, 1, 1, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(251, 5, 1, 2, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(252, 5, 1, 3, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(253, 5, 1, 4, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(254, 5, 1, 5, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(255, 5, 1, 6, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(256, 5, 1, 7, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(257, 5, 1, 8, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(258, 5, 1, 9, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(259, 5, 1, 10, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(260, 5, 2, 1, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(261, 5, 2, 2, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(262, 5, 2, 3, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(263, 5, 2, 4, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(264, 5, 2, 5, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(265, 5, 2, 6, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(266, 5, 2, 7, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(267, 5, 2, 8, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(268, 5, 2, 9, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(269, 5, 2, 10, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(270, 5, 3, 1, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(271, 5, 3, 2, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(272, 5, 3, 3, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(273, 5, 3, 4, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(274, 5, 3, 5, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(275, 5, 3, 6, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(276, 5, 3, 7, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(277, 5, 3, 8, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(278, 5, 3, 9, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(279, 5, 3, 10, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(280, 5, 4, 1, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(281, 5, 4, 2, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(282, 5, 4, 3, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(283, 5, 4, 4, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(284, 5, 4, 5, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(285, 5, 4, 6, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(286, 5, 4, 7, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(287, 5, 4, 8, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(288, 5, 4, 9, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(289, 5, 4, 10, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(290, 5, 5, 1, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(291, 5, 5, 2, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(292, 5, 5, 3, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(293, 5, 5, 4, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(294, 5, 5, 5, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(295, 5, 5, 6, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(296, 5, 5, 7, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(297, 5, 5, 8, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(298, 5, 5, 9, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(299, 5, 5, 10, 32)
